# OpenSignals Text File Format. Version 1
# {"84:BA:20:5E:FF:7F": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:5E:FF:7F", "device connection": "BTH84:BA:20:5E:FF:7F", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-3-6", "time": "19:2:40.159", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	397
1	0	0	0	0	600
2	0	0	0	0	398
3	0	0	0	0	608
4	0	0	0	0	402
5	0	0	0	0	596
6	0	0	0	0	404
7	0	0	0	0	597
8	0	0	0	0	404
9	0	0	0	0	599
10	0	0	0	0	402
11	0	0	0	0	593
12	0	0	0	0	404
13	0	0	0	0	606
14	0	0	0	0	412
15	0	0	0	0	593
0	0	0	0	0	416
1	0	0	0	0	594
2	0	0	0	0	406
3	0	0	0	0	609
4	0	0	0	0	400
5	0	0	0	0	601
6	0	0	0	0	407
7	0	0	0	0	596
8	0	0	0	0	397
9	0	0	0	0	589
10	0	0	0	0	406
11	0	0	0	0	590
12	0	0	0	0	412
13	0	0	0	0	605
14	0	0	0	0	408
15	0	0	0	0	595
0	0	0	0	0	416
1	0	0	0	0	593
2	0	0	0	0	411
3	0	0	0	0	590
4	0	0	0	0	416
5	0	0	0	0	592
6	0	0	0	0	414
7	0	0	0	0	596
8	0	0	0	0	413
9	0	0	0	0	589
10	0	0	0	0	420
11	0	0	0	0	588
12	0	0	0	0	412
13	0	0	0	0	597
14	0	0	0	0	412
15	0	0	0	0	581
0	0	0	0	0	421
1	0	0	0	0	593
2	0	0	0	0	411
3	0	0	0	0	584
4	0	0	0	0	422
5	0	0	0	0	588
6	0	0	0	0	419
7	0	0	0	0	592
8	0	0	0	0	424
9	0	0	0	0	580
10	0	0	0	0	413
11	0	0	0	0	590
12	0	0	0	0	419
13	0	0	0	0	585
14	0	0	0	0	430
15	0	0	0	0	571
0	0	0	0	0	424
1	0	0	0	0	581
2	0	0	0	0	424
3	0	0	0	0	580
4	0	0	0	0	433
5	0	0	0	0	583
6	0	0	0	0	424
7	0	0	0	0	578
8	0	0	0	0	433
9	0	0	0	0	575
10	0	0	0	0	429
11	0	0	0	0	579
12	0	0	0	0	433
13	0	0	0	0	570
14	0	0	0	0	439
15	0	0	0	0	575
0	0	0	0	0	440
1	0	0	0	0	574
2	0	0	0	0	436
3	0	0	0	0	561
4	0	0	0	0	441
5	0	0	0	0	578
6	0	0	0	0	443
7	0	0	0	0	568
8	0	0	0	0	441
9	0	0	0	0	567
10	0	0	0	0	443
11	0	0	0	0	574
12	0	0	0	0	439
13	0	0	0	0	558
14	0	0	0	0	444
15	0	0	0	0	574
0	0	0	0	0	445
1	0	0	0	0	567
2	0	0	0	0	440
3	0	0	0	0	564
4	0	0	0	0	449
5	0	0	0	0	570
6	0	0	0	0	439
7	0	0	0	0	560
8	0	0	0	0	450
9	0	0	0	0	565
10	0	0	0	0	445
11	0	0	0	0	559
12	0	0	0	0	456
13	0	0	0	0	555
14	0	0	0	0	451
15	0	0	0	0	572
0	0	0	0	0	440
1	0	0	0	0	560
2	0	0	0	0	448
3	0	0	0	0	560
4	0	0	0	0	454
5	0	0	0	0	558
6	0	0	0	0	459
7	0	0	0	0	548
8	0	0	0	0	463
9	0	0	0	0	570
10	0	0	0	0	446
11	0	0	0	0	566
12	0	0	0	0	458
13	0	0	0	0	553
14	0	0	0	0	451
15	0	0	0	0	555
0	0	0	0	0	467
1	0	0	0	0	542
2	0	0	0	0	469
3	0	0	0	0	558
4	0	0	0	0	469
5	0	0	0	0	554
6	0	0	0	0	472
7	0	0	0	0	543
8	0	0	0	0	461
9	0	0	0	0	553
10	0	0	0	0	472
11	0	0	0	0	542
12	0	0	0	0	475
13	0	0	0	0	545
14	0	0	0	0	486
15	0	0	0	0	529
0	0	0	0	0	502
1	0	0	0	0	516
2	0	0	0	0	506
3	0	0	0	0	518
4	0	0	0	0	506
5	0	0	0	0	516
6	0	0	0	0	509
7	0	0	0	0	517
8	0	0	0	0	501
9	0	0	0	0	515
10	0	0	0	0	516
11	0	0	0	0	516
12	0	0	0	0	509
13	0	0	0	0	515
14	0	0	0	0	507
15	0	0	0	0	514
0	0	0	0	0	512
1	0	0	0	0	508
2	0	0	0	0	517
3	0	0	0	0	511
4	0	0	0	0	504
