# OpenSignals Text File Format. Version 1
# {"84:BA:20:5E:FF:7F": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:5E:FF:7F", "device connection": "BTH84:BA:20:5E:FF:7F", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-3-6", "time": "19:2:40.159", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	412
1	0	0	0	0	615
2	0	0	0	0	413
3	0	0	0	0	623
4	0	0	0	0	417
5	0	0	0	0	611
6	0	0	0	0	419
7	0	0	0	0	612
8	0	0	0	0	419
9	0	0	0	0	614
10	0	0	0	0	417
11	0	0	0	0	608
12	0	0	0	0	419
13	0	0	0	0	621
14	0	0	0	0	427
15	0	0	0	0	608
0	0	0	0	0	431
1	0	0	0	0	609
2	0	0	0	0	421
3	0	0	0	0	624
4	0	0	0	0	415
5	0	0	0	0	616
6	0	0	0	0	422
7	0	0	0	0	611
8	0	0	0	0	412
9	0	0	0	0	604
10	0	0	0	0	421
11	0	0	0	0	605
12	0	0	0	0	427
13	0	0	0	0	620
14	0	0	0	0	423
15	0	0	0	0	610
0	0	0	0	0	431
1	0	0	0	0	608
2	0	0	0	0	426
3	0	0	0	0	605
4	0	0	0	0	431
5	0	0	0	0	607
6	0	0	0	0	429
7	0	0	0	0	611
8	0	0	0	0	428
9	0	0	0	0	604
10	0	0	0	0	435
11	0	0	0	0	603
12	0	0	0	0	427
13	0	0	0	0	612
14	0	0	0	0	427
15	0	0	0	0	596
0	0	0	0	0	436
1	0	0	0	0	608
2	0	0	0	0	426
3	0	0	0	0	599
4	0	0	0	0	437
5	0	0	0	0	603
6	0	0	0	0	434
7	0	0	0	0	607
8	0	0	0	0	439
9	0	0	0	0	595
10	0	0	0	0	428
11	0	0	0	0	605
12	0	0	0	0	434
13	0	0	0	0	600
14	0	0	0	0	445
15	0	0	0	0	586
0	0	0	0	0	439
1	0	0	0	0	596
2	0	0	0	0	439
3	0	0	0	0	595
4	0	0	0	0	448
5	0	0	0	0	598
6	0	0	0	0	439
7	0	0	0	0	593
8	0	0	0	0	448
9	0	0	0	0	590
10	0	0	0	0	444
11	0	0	0	0	594
12	0	0	0	0	448
13	0	0	0	0	585
14	0	0	0	0	454
15	0	0	0	0	590
0	0	0	0	0	455
1	0	0	0	0	589
2	0	0	0	0	451
3	0	0	0	0	576
4	0	0	0	0	456
5	0	0	0	0	593
6	0	0	0	0	458
7	0	0	0	0	583
8	0	0	0	0	456
9	0	0	0	0	582
10	0	0	0	0	458
11	0	0	0	0	589
12	0	0	0	0	454
13	0	0	0	0	573
14	0	0	0	0	459
15	0	0	0	0	589
0	0	0	0	0	460
1	0	0	0	0	582
2	0	0	0	0	455
3	0	0	0	0	579
4	0	0	0	0	464
5	0	0	0	0	585
6	0	0	0	0	454
7	0	0	0	0	575
8	0	0	0	0	465
9	0	0	0	0	580
10	0	0	0	0	460
11	0	0	0	0	574
12	0	0	0	0	471
13	0	0	0	0	570
14	0	0	0	0	466
15	0	0	0	0	587
0	0	0	0	0	455
1	0	0	0	0	575
2	0	0	0	0	463
3	0	0	0	0	575
4	0	0	0	0	469
5	0	0	0	0	573
6	0	0	0	0	474
7	0	0	0	0	563
8	0	0	0	0	478
9	0	0	0	0	585
10	0	0	0	0	461
11	0	0	0	0	581
12	0	0	0	0	473
13	0	0	0	0	568
14	0	0	0	0	466
15	0	0	0	0	570
0	0	0	0	0	482
1	0	0	0	0	557
2	0	0	0	0	484
3	0	0	0	0	573
4	0	0	0	0	484
5	0	0	0	0	569
6	0	0	0	0	487
7	0	0	0	0	558
8	0	0	0	0	476
9	0	0	0	0	568
10	0	0	0	0	487
11	0	0	0	0	557
12	0	0	0	0	490
13	0	0	0	0	560
14	0	0	0	0	501
15	0	0	0	0	544
0	0	0	0	0	517
1	0	0	0	0	531
2	0	0	0	0	521
3	0	0	0	0	533
4	0	0	0	0	521
5	0	0	0	0	531
6	0	0	0	0	524
